0.000000	0.000000	1
1.000000	1.000000	2
2.000000	2.000000	3
3.000000	3.000000	4
4.000000	4.000000	5
5.000000	5.000000	6
6.000000	6.000000	7
7.000000	7.000000	8
8.000000	8.000000	9
9.000000	9.000000	10
10.000000	10.000000	11
11.000000	11.000000	12
12.000000	12.000000	13
13.000000	13.000000	14
14.000000	14.000000	15
15.000000	15.000000	16
16.000000	16.000000	17
17.000000	17.000000	18
18.000000	18.000000	19
19.000000	19.000000	20
20.000000	20.000000	21
21.000000	21.000000	22
22.000000	22.000000	23
23.000000	23.000000	24
24.000000	24.000000	25
25.000000	25.000000	26
26.000000	26.000000	27
27.000000	27.000000	28
28.000000	28.000000	29
29.000000	29.000000	30
30.000000	30.000000	31
31.000000	31.000000	32
32.000000	32.000000	33
33.000000	33.000000	34
34.000000	34.000000	35
35.000000	35.000000	36
36.000000	36.000000	37
37.000000	37.000000	38
38.000000	38.000000	39
39.000000	39.000000	40
40.000000	40.000000	41
41.000000	41.000000	42
42.000000	42.000000	43
43.000000	43.000000	44
44.000000	44.000000	45
45.000000	45.000000	46
46.000000	46.000000	47
47.000000	47.000000	48
48.000000	48.000000	49
49.000000	49.000000	50
50.000000	50.000000	51
51.000000	51.000000	52
52.000000	52.000000	53
53.000000	53.000000	54
54.000000	54.000000	55
55.000000	55.000000	56
56.000000	56.000000	57
57.000000	57.000000	58
58.000000	58.000000	59
59.000000	59.000000	60
60.000000	60.000000	61
61.000000	61.000000	62
62.000000	62.000000	63
63.000000	63.000000	64
64.000000	64.000000	65
65.000000	65.000000	66
66.000000	66.000000	67
67.000000	67.000000	68
68.000000	68.000000	69
69.000000	69.000000	70
70.000000	70.000000	71
71.000000	71.000000	72
